,Unnamed: 0,author_link,author_name,stars,date,title,body
47,47,/users/follinlane,FollinLane,2,2023-01-19T06:04:42+01:00,"
Много ""воды"", мало сюжета ","
Привет, дорогой читатель. Сегодня хочу поделиться мнением о фильме ""Аватар: путь воды"". Отзыв может содержать спойлеры. Начинается фильм с того, что нам коротко рассказывают о судьбе главных героев после первого фильма. Пересказ 10 лет получается крайне скомканным. Оттуда мы узнаём, что Джейк и Нейтири вели совместную семейную жизнь и завели потомство. Так главными героями становятся их дети: Нетейам (старший сын), Ло'ак (младший сын) ,Тук и Кири (приёмная дочь). Ещё есть персонаж Паук, тоже ребёнок. А ещё нас ждёт возвращение антагониста из первого фильма в теле аватара. И в принципе, возвращение людей на Пандору.Этой информации достаточно, чтобы начать обзор. Так вот, у меня осталось к фильму очень много вопросов:ГДЕ СЮЖЕТ?Его в фильме практически нет. Уверена, что примерно 2.5 часа нас знакомили с водным миром, а на сюжет было потрачено около 30 минут. Сцены с сюжетом появляются время от времени, время составляет где-то по 5 минут. Вообще, в ""Аватаре: путь воды"" просто сюжет ""Аватара"" в новой обёртке. Только в этот раз всё хуже прописано: логика поступков, персонажи и т.д.А ещё в 2022 году уже неинтересно смотреть на борьбу абсолютного добра против абсолютного зла.ПОЧЕМУ НЕКОТОРЫЕ ПЕРСОНАЖИ И ЛОГИКА ИХ ПОСТУПКОВ НЕ ПРОПИСАНЫ?Таких в фильме вагон и маленькая тележка. Начну с самих Джейка и Нейтири. Мне непонятно почему во второй части Джейк Салли вдруг стал таким трусом? Почему так нелогично поступил, подвергнув опасности в фильме не только лесное племя, но и несколько водных. Почему ведёт себя с детьми, как в армии? Взять сценарий воспитаний у плохих по сюжету людей, кажется очень странной затеей.Нейтири вообще в фильме ненужный персонаж, которому, кажется, всё равно на детей весь фильм. У неё очень мало сцен. Старший сын Джейка и Нейтири совершенно не прописан. Ему почти не уделяют времени. Сразу понятно для чего был создан этот персонаж.Сами жители водного племени не прописаны. Уделяется время только воде и её обитателям. Про китов и то больше рассказали.Паук. Непонятны его действия. Почему антагонист так тупо поступил и решил отложить план по захвату ради мести? Разве для небесных людей не было главной целью захватить Пандору? Но почему-то все решили сместить фокус на поимку Джейка. За счёт этого чувствуешь ко всем персонажам равнодушие. И только киты способны вызвать немного эмоций.ЧТО С ДИАЛОГАМИ? Такое чувство, что при монтаже сначала планировался один сюжет, но потом решили сделать по-другому, а пересматривать было лень, поэтому диалоги не переписали.В одной из сцен, антагонист произносит мудрую мысль: ""Хорошо, что Салли свалил. Притворимся своими в лесном племени"". Я думала, что всё так и будет развиваться, но на слова был возложен большой болт. И это снова к вопросу о сценарии и логики в целом.Паук сначала говорит, что не знает, кто его отец, да и не хочет знать. Спустя 10 минут уже ""Наши отцы дрались тут"" о месте схватки главного героя и антагониста.ЧТО ПО ГРАФИКЕ? В 2009 году картинка смотрелась революционно. Однако, в 2022 году уже не получилось на этом выехать, т.к теперь такой графон обыденность. А в ""Аватаре: путь воды"" он даже хуже, чем в 2009. Сцена драки в конце фильма выглядит, словно персонажи слеплены из пластилина.Итог: Была проделана огромная работа, но во многом схалтурили. Я бы сказала, что по сравнению с первым фильмом, этот даже ближе к провалу. В 2022 уже не выехать на графике, которая тут хромает в некоторых местах, а сюжет очень слабый. С учётом того, сколько времени ушло на ожидание... За эти годы можно было бы сделать офигенный фильм, но нет. Или если бы этот фильм вышел через 3-5 лет после первой части, то было бы отлично. Честно, тут такие значительные минусы, что я даже не знаю стоит ли рекомендовать этот фильм. "
48,48,/users/personalcaredetective,personal_care_detective,5,2023-03-19T17:10:42+01:00,"
Аватар на английском. Советую! ","
Привет всем! Сейчас живу в Израиле, а там на русском фильмы не крутят, могли смотреть на английском.На самом деле язык фильма достаточно простой, чтобы его понять. Диалогов много. Иногда рычат.Действие фильма происходит уже в то время, в которое у главных героев появились дети.Но старые враги в аватарной форме снова пришли, чтобы завоевать что-то.Потрясающая графика! Технологии будущего. Поэтому этот фильм и вышел позднее, технологии просто не поспели за фильмом. 










Аватар. Путь воды.Вот он - путь воды. И это ожидаемо от режиссера ""Титаника"". Игру актеров тяжело оценивать, так как они все в маске аватара.А вот и детки: 










Аватар. Путь воды.Также нас ожидают аватары другого оттенка зелёного. 










Аватар почему не дали Оскар ей?или просто они выгорели на пляже...Да, к фильму много вопросов, касаемо оружия , выбора страной лодки людьми. Но аватар - в первую очередь графика, а не научный фильм.А также вопрос мести, отцовства-материнства, все это поднимается. Будет много интересного.Таким образом, рекомендую к просмотру. "
49,49,/users/olegsemenoff,olegsemenoff,5,2023-02-11T23:50:50+01:00,"
Отличный фильм  ","
Критикам предлагаю ответить на вопрос - о чем этот фильм и еще один - почему практически все на стороне племени , которое убивает людей? И почему эти пьеса так похожи на американских индейцев . Во второй части это выделено более ярко чем в первой- форма военных, выправка , терминология - американских военных. Фраза -нужно пространство ,нужно зачистить планету от местных. Фильм очень непростой,как кажется на первый взгляд и ставит множество вопросов , особенно актуальных в нынешнее время.Джек ради того ,чтобы не гибли соплеменники принимает решение стать изгоем и покидает племя, но покидает поле боя и пытается уйти от войны и защитить семью, но война приходит в новый дом и приносит гибель. Военная машина не собирается останавливаться, они пришли за чужими богатствами и получат их силой или просто перебив всех- ничего не напоминает ? Красота пейзажей , нейтральное племя ,которое не хочет воевать и поддерживает нейтралитет , что получает взамен - кровь и смерть приходят в их дом. Кемерон говорит - ребята отсидеться не получится, вас вырежут как индейцев и загонят в резервацию , вчера один параноик уничтожал евреев и славян, кто следующий?Это фильм не о Пандоре , это о нас с вами, о том что происходит в нашем мире. И еще о том, как искустное творчество может поменять понятие заставив нас радоваться убийству людей нелюдьми- это настоящее средств информации извращавших информацию и не показывающих реальность, весь мир в виртуальной реальности.Фильм смотрится на одном дыхании, вызывает сопереживание , создает целый фантастических мир .спасибо Кемерон "
50,50,/users/marysavimary,MarySaviMary,3,2023-04-21T13:55:19+02:00,"
Смысл не найден. Сюжет отсутствует. ","
Коротала вечернее время в поездке на Сапсане, искала фильм и увидела, что в сети появился новый «Аватар». Стало интересно качество. А оно оказалось очень даже хорошим. И в сети он оказался день в день, как начали официальный показ.Сразу скажу ничего особенного я от фильма не ждала, так как научена опытом, что продолжение картин всегда более печальное.В фильме совершенно потрясающие виды Пандоры. Необычное представление жизни племен суши и племен воды.Очень невнятный сюжет. Долго не могла уловить смысл. Уловила. Потом долго пыталась понять логику персонажей относительно найденного смысла…Логика не нашлась. Потом я перестала понимать перемещение персонажей в заварушке и драках. Они по очереди спасали друг друга их совершенно дебильных ситуаций и спасая одного, теряли кого то другого, кидались спасать потерянного и этот бред не кончался…Персонажи вроде бы умные по сюжету, а поступки абсолютно примитивные.На мой взгляд фильм затянут. Чем же он кончился спрашиваю я себя…Вот фильм как безсюжетно начался, так безсюжетно и окончился.В целом это картинка, которой просто нужно любоваться и все. Картинка радует глаз, удивляет, поражает масштабностью. Крутые спецэффекты, музыка, проработанные образы животного мира наземного и подводного. Фантазия конечно у автора…фееричная. Аплодисменты за качественный продукт. Нам картиной конечно поработали.Спасибо за зрелищность! Еще бы смысла добавить… "
51,51,/users/gromovboda610,gromovboda610,5,2023-05-14T18:36:18+02:00,"
поражен ","
Я посмотрел фильм ""Путь воды"" и остался поражен его удивительной, таинственной и магической атмосферой. Это замечательная история семьи, которая отправляется в экзотические места и испытывает сложности связанные с поиском долгоисканного дома. В то же время история подчеркивает важность любви и семейных уз для нас. Добавьте к этому захватывающую музыку, темные и мрачные ландшафты, и у вас будет лучший фильм о приключениях, что я когда-либо видел. Рекомендую посмотреть этот фильм и предоставить себе потрясающее путешествие и красочные впечатления. "
52,52,/users/zina-kurina,Зина Курина,2,2023-02-01T10:12:03+01:00,"
Самое обидное разочарование, ожидания не оправдались совсем ","
Ура! Вышла 2 часть! Конечно же поскакали с мужем за билетами в кино! Приготовились получить моооре впечатлений и ожидали, что время пролетит незаметно, а нам захочется смотреть еще и еще... Уже после получасового просмотра я не знала, куда себя деть от скуки! Даже не знаю, за что похвалить этот фильм, поэтому распишу все, что мне НЕ понравилось:1) Фильм какой-то темный. Я ожидала увидеть волшебный красочный мир, каким он был в 1 части, но нет, видимо, режиссер решил, что удивлять нас уже незачем.2) 3D эффектов мне не хватило. Опять же к слову о волшебстве...3) Путь воды! Ну, думала, здесь есть простор фантазии, красота будет неописуемая! Какие-то новые особенности Пандоры наверняка откроются... Ага, ждала напрасно. Обычная вода, никаких интересных растений, животных, рыб.4) Сюжет какой-то банальный, долго голову не ломали.5) Если в 1 части жители Пандоры говорили на своем языке Нави, то во 2 решили опустить такие мелочи и практически все свободно уже говорят на нашем. А также вызывает огромное недоумение появившаяся ниоткуда дочь Грейс. Наверное, высосут из этой истории сюжет для 3 части, предпосылки были.6) Самое главное разочарование - мало о Нави, их обычаях, жизни на планете. В общем, рядовой боевик с незамысловатым сюжетом, мучаться более 3 часов за его просмотром не рекомендую. Если увижу этот фильм по ТВ, переключу на другой канал. "
53,53,/users/alice91,Alice91,4,2023-03-11T16:30:09+01:00,"
Фильм звёзд с неба не хватает, но оказался чуть лучше моих ожиданий. ","
Итак, вот и я добралась до второго ""Аватара"". ""Путь воды"" оказался более приличным, чем я ожидала, но всё-таки на цепляющую кинокартину, которую хочется пересматривать, не тянет. Но обо всём по порядку.Начну с достоинств фильма. Это, конечно же, графика. Всё та же знакомая цветовая гамма, всё те же причудливые растения и животные Пандоры. Красиво, ярко, достаточно живо.Из недостатков фильма, конечно, в первую очередь бросается в глаза банальнейший сюжет. Всё это мы уже видели много раз; количество предсказуемых поворотов просто зашкаливает. Один момент в фильме и вовсе напомнил ""Титаник"" (смотревшие фильм поймут, о чём я), что вроде бы и неудивительно, учитывая, что фильм снят автором этой кинокартины, но в то же время постоянно повторяться... Как сейчас говорят в интернете — ну, такое) Да и в целом сюжет выглядит не как целостная история, а как всего лишь завязка к третьей части.Второй минус — банальные же пафосные монологи Джейка для зрителей в течение фильма, особенно в начале и в конце. Впрочем, этой фишкой грешат очень многие современные фильмы. Бла-бла, отец-защитник и т.д. Уже какая-то усталость от пафосной подачи банальных речей.Но, несмотря на банальность сюжета, в целом действие достаточно динамичное, поэтому три часа, вопреки моим ожиданиям, если не пролетели, то точно не затянулись.Третий минус — не очень понятно, что происходило между первым и вторым фильмом. Небесных людей изгнали, но Пандора продолжает осваиваться ими ещё до прибытия новой партии военных. Про анобтаниум все забыли, придумав новое сверхценное вещество, ради которого готовы колонизировать Пандору дальше, хотя в первом фильме даже Эйву готовы были выкорчевать, лишь бы добраться до крупнейшего месторождения. То ли ляп, то ли пробел, то ли в третьем фильме смену приоритетов как-то объяснят (но это неточно).В общем, фильм скорее ощущается как игрушка для режиссёра, где он просто творит что считает нужным. Долгая дорогостоящая игрушка)) По моим же ощущениям продолжительность съёмок сыграла с ""Путём воды"" злую шутку, ведь за это время технологии шагнули вперёд достаточно, чтобы графика ""Аватара"" уже никого не потрясла и не удивила так, как это было в момент выхода первого фильма. Но разок фильм точно посмотреть можно. В целом же меня франшиза не впечатляет, так что ""четвёрку"" фильму всё же поставлю, но в целом не рекомендую. "
54,54,/users/kozak173,Kozak173,2,2023-01-08T12:29:16+01:00,"
Нудная бредятина ","
Посыл первой части - берегите природу, мать вашу!Посыл ""Аватар. Путь воды"" - а смотрите, что мы еще напридумывали! И второй - экология, спасение мира, борьба за независимость - все фигня. Главное - семья и проблемы подростков.Итак, за время, прошедшее с окончания событий первой части, Джейк Салли и Нейтири наплодили детишек. И, оказывается, другие тоже зря времени не теряли. В том числе Грэйс и полковник (каждый по отдельности).Когда на Пандору снова прилетели земляне, уже с целью подстроить планету под себя, чтобы переселиться с умирающей земли, Джейку Салли не до спасения планеты. Нет, он что-то там пытается противостоять землянам, даже нападает на поезд с оружием (откуда и куда он его везет - непонятно, ведь на планете только один город землян).Похоже, эпизод с нападением на поезд нужен был только для соблюдения приличий - вот, смотрите, они таки борятся с захватчиками!А затем Джейк Салли принимает странное решение - в припадке собственного величия он решил, что землянам нужна не вся планета (где нет места на'ви), а только он один. И если он с семьей покинег клан, то земляне оставят всех в покое.Логики 0.А дальше начинается самая нудная часть фильма - взаимотношения подростков с взрослыми и между собой.И еще передача ""В мире животных"", только про морскую фауну Пандорры.Где-то в этой части фильма я заснул...Итог.Если первый Аватар я смотрел несколько раз, то второй еше осилил один раз.Плюсы фильма - визуальные эффекты. Минусы - сюжет и весь фильм вообще. И визуальные эффекты не спасают. "
55,55,/users/nailya123,nailya_123,5,2023-02-09T09:23:48+01:00,"
Аватар: Путь воды (Аватар 2): стоит смотреть или нет, вот в чем вопрос ","
Уже месяц прошел с момента выхода второго Аватара (Аватар: Путь воды), которого так долго ждали все любители первой части. В Москве его можно посмотреть в кино, даже в 3D. Например, его показывают как «предсеансное обслуживание» (смотрите в расписании сайтов кинотеатров). Ничего себе такое предсеансное обслуживание на 3 с небольшим часа))) Но мы то с Вами знаем, что это просто возможность посмотреть фильм в кино в обход запретов и благодарны за нее. Но сегодня не об этом... Уже много отзывов написано о фильме, хотя все еще не утихают споры о том, стоило ли 13 лет ждать вторую часть. Хотелось бы поучаствовать и заодно сохранить свое мнение об этом не побоюсь этого слова историческом событии. Итак, стоит ли смотреть фильм? А все зависит от того, какие вещи в кино Вам нравятся. Неожиданный ответ, да? -)))Расскажу свой взгляд на фильм по порядку. КартинкаКартинка, конечно, невероятная. Подводный мир просто великолепен! Водяные существа, их движения, цвет, свет, колебания воды и движения самих аватаров в воде — все на высшем уровне.Если бы меня спросили, где на Пандоре я предпочла бы жить, то я бы однозначно выбрала острова. Они, пожалуй, по красоте выигрывают даже у гор Аллилуйя. Это такие «мальдивы» Пандоры.Так захотелось в отпуск в теплые страны! ПерсонажиПерсонажей стало больше, причем основное внимание уделяется уже не Джейку Салли, а его детям. И да, дети явно показаны в трейлере, поэтому не ругайтесь на спойлер -))Да, и ключевых персонажей как будто стало чуть больше. При этом кажется, что их характеры не успели раскрыть в полной мере, даже за 3 часа. Сначала я думала, что эта проблема с их увеличившимся количеством. Но теперь считаю, что они не то что не были раскрыты, а просто их истории остались немного подвешены в воздухе (не законченными). А сделано это, конечно, чтобы продолжить их в следующей части. Этакий недо-клиффхэнгер. СюжетОсновная сюжетная линия в общем повторяет первую часть Аватара. Герои попадают в новый, непривычный для себя мир и пытаются приспособиться в нем, «стать своими».При этом в фильме есть и несколько дополнительных сюжетных линий, которые очень плавно встроены в основную. При этом многие из этих историй не приходят к своему логическому финалу, поэтому не выглядят пока как отдельные сюжетные линии. Их может быть не видно невооруженным глазом, а они есть и с большой вероятностью продолжат свое развитие в следующих частях. Надеюсь, что следующие части придется ждать чуть меньше, чем вторую.В итоге получаем этакий сериал из полнометражных (еще мягко сказано) фильмов. И да, все сюжетные линии, даже незавершенные, выглядят достаточно прямолинейными. Но, господа, это не психологический триллер или запутанный детективный фильм. ПродолжительностьМеня продолжительность фильма не отпугнула от похода в кинотеатр. Такую невероятную картинку, конечно, лучше видеть на большом экране.Да и если бы фильм был короче, то времени на развитие каких-то персонажей и сюжетных линий было бы еще меньше.При этом нужно признать, что смотреть 3-часовой фильм в кино достаточно утомительно. Одно дело, посмотреть 4-6 серий какого-то сериала или, например, все части Властелина колец за один вечер дома, когда в любой момент можно сделать пятиминутную паузу (заготовить себе бутерброд или посетить вотерклозет) и совсем другое — сидеть 3 часа в полном зале кинотеатра. При просмотре фильма я несколько раз ловила себя на мысли, что теряю концентрацию и на небольшое время перестаю следить за происходящим. Уверена, что из-за этого я упустила какие-то интересные штуки (детали, части сцен, диалогов и сюжетные ходы).Пожалуй, нужно будет пересмотреть по телевизору, хоть и боязно, что картинка будет менее впечатляющая, чем в кинотеатре. Кто-нибудь знает, когда фильм появится в интернете в хорошем качестве и с хорошим переводом? Или уже? ИтогоКто бы что ни говорил, а я продолжаю считать выход каждой части аватара знаковым событием. И да, ко второй части мы были больше готовы и впечатления от нее получились не настолько яркими, как от первой. Но это не делает ее менее достойной просмотра! "
56,56,/users/purplehazefp,PurpleHazeFP,5,2023-03-09T11:35:52+01:00,"
Превосходный фильмец на вечер ","
Фильм ""Аватар: Путь воды"" - это великолепный приключенческий эпос, который погружает зрителей в центр красивого и захватывающего мира. Во всем этом мире, жизнь зависит от воды, которая является основным ресурсом и имеет свои секреты. Фильм сделан на приемлемом уровне и приятно смотреть.С завораживающими визуальными эффектами, фильм ""Аватар: Путь воды"" удивляет своими невероятными пейзажами и изобразительными кадрами. Населенные множеством фантастических существ и приключений, эта история отличается уровнем внимания к деталям и интригующим сюжетом.Одной из ключевых тем в фильме является жажда власти и наддувства. Но, как часто бывает, тот, кто борется за это, только увидит настоящую ценность жизни, когда потеряет ее. Важное послание фильма состоит в том, что мы должны уважать нашу природу и бережно относиться к ее ресурсам.Сценарий фильма отличается сильным эмоциональным завершением, вызывая у зрителей различные чувства и эмоции. Актеры подчеркивают свою роль, а их взаимодействие со своим прошлым и настоящим добавляет остроты всему настроению. Вообще, фильм был отлично снят, а его актерский состав был превосходным.Наконец, ""Аватар: Путь воды"" - это незабываемое путешествие через прекрасный мир. Фильм оставляет глубокий след, шедевральный графический дизайн и мощное, мыслительное ощущение. Рекомендую посмотреть всем, кто любит качественные картины. "
57,57,/users/babbbler,Babbbler,5,2023-01-08T13:48:56+01:00,"
Проклятый Джеймс Кэмерон... ","
Он сделал это снова. И я даже не совсем понимаю, как. У него есть какая-то таинственная, особая сила, которой он тайно управляет нами, а мы даже не замечаем. Вот как он продолжает обманывать нас, заставляя тратить все наши с трудом заработанные деньги на просмотр его фильмов, настолько, что мы сделали его самым коммерчески успешным режиссером всех времен. Потому что вот самые типичные фирменные знаки Джеймса Кэмерона, характерные практически для всех его фильмов, которые он снова послушно использовал в ""Аватаре 2"":~ Сюжет тонкий, как бумага.~ Диалоги были написаны 16-летним стажером.~ Саундтрек невероятно пошлый.~ У исполнителя главной роли нет никаких заметных актерских способностей.~ Плохие парни на все 100% абсолютно злые, а хорошие - исключительно святые.~ Посыл и мораль этой истории настолько же тонкие и нюансированные, как и отбойный молоток.И еще.....ЭТО ЧЕРТОВСКИ КРУТО.Мир, который он и его команда визуальных дизайнеров создали, действительно является произведением искусства... Он потрясающе красив, креативен и изобретателен, и он заставляет вас хотеть быть там так сильно, что это причиняет боль. Экшн-последовательности, как всегда, потрясающие, и есть несколько по-настоящему проникновенных эмоциональных отрывков. Честно говоря, сюжет ужасно предсказуем и является почти пошаговым повторением первого фильма. Но это почти не беспокоит, потому что магия здесь есть, и она настоящая. А киты... Боже мой, киты. Или китоподобные существа, во всяком случае. Абсолютно завораживающие. Знакомые персонажи точно такие же, какими они были раньше, и это заставляет 13-летнее ожидание казаться пустяком. Это как встреча с друзьями, которых вы давно не видели. Я особенно люблю Зои Салданья, она всегда была сияющей звездой ""Аватара"", и здесь она так же завораживает, даже если ее экранное время немного меньше. Все новые персонажи - хорошие, сильные дополнения к общему целому. Клифф Кертис очень силен в роли вождя морского народа, а Кейт Уинслет абсолютно неузнаваема в роли его подруги, что является большим комплиментом, который я только могу придумать.Но самым большим и приятным сюрпризом стали дети Джейка и Нейтири. Всех, кроме одного, играют молодые, практически неопытные актеры, которые прекрасно понимают свои роли. Они все без исключения милы, увлекательны и очень реальны. Каждый из них должен справиться со своими собственными проблемами, которые приходят с наступлением совершеннолетия, и все эти молодые исполнители сыграли превосходно. Я полюбил их. Однако ""но одно"" - это одна из самых удивительных пар персонаж/исполнитель, которые я когда-либо видел. Сигурни Уивер играет 14-летнего подростка. Да, вы правильно прочитали. И это потрясающе. Она потрясающая, все потрясающее...Проклятый Джеймс Кэмерон. Если бы он был супергероем, его звали бы Волшебный Киноман. "
58,58,/users/lesyakrat,lesyakrat,4,2023-03-09T10:13:51+01:00,"
Чебурашка или Аватар? Я свой выбор сделала.  ","
Меня спросили однажды: на что бы ты пошла, если бы в кинотеатре одновременно шли Аватар и Чебурашка? До того, как я посмотрела новинки, я бы однозначно выбрала Аватар, но, посмотрев оба фильма, я остановлюсь на Чебурашке.На самом деле оба фильма не особенно впечатлили меня. Да, один раз посмотреть можно, но не больше. Аватар точно красочнее, красивее, ярче. Очень вкусные картинки. Особенно красиво передана вода. Оттенки бирюзы, голубой, синий переполняют экран. Получилось очень красиво, как в мультфильме. Сюжет я вообще не запомнила, он еще с первого фильма меня не заинтересовал, так же получилось и со второй частью. Ни одного имени героя я тоже не запомнила. Мне кажется, подобные сказки, скорее, подходят подросткам. Хотя мой сын 16 лет до сих пор так и не посмотрел эту часть аватара. Ему не интересно. В общем, я рада, что посмотрела фильм дома, бесплатно. У нас в городе Аватар показывали за 700 рублей. Этой суммы мне однозначно было бы жаль. Думаю в третьей части будет.... небо? "
